particle_id,object_id,pos_x,pos_y,vel_x,vel_y,stress_xx,stress_xy,stress_yx,stress_yy,strain_xx,strain_xy,strain_yx,strain_yy,volume,mass,density,youngs_modulus,poisson_ratio
0,1,0.037570959616803734,0.0874999732639882,0.9977274636246838,-0.001452648463479063,-1396.3306951004042,-1.8200661347579188,-1.8200661347579188,-1016.3854240251808,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
1,1,0.03257093891940101,0.09249999395944852,0.9965977098569837,-0.00030124426491380724,111.3809379953953,0.24142877242678512,0.24142877242678512,95.87800923906603,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
2,1,0.0325709503988121,0.09749999798647432,0.9972332939790831,-0.00010041583150054463,112.24153545861309,1.0411640548778747,1.0411640548778747,96.51887589725844,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
3,1,0.03757097816461794,0.09249999311227833,0.9987470049904236,-0.0003710463881399588,-1402.9456219561262,0.40642886719863786,0.40642886719863786,-1029.0221740627014,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
4,1,0.03757098311859271,0.09749999770409346,0.9990132225792404,-0.00012368228084976926,-1402.2089355992405,1.169367481773869,1.169367481773869,-1028.4735818309964,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
5,1,0.03257095039882866,0.10250000201348099,0.9972332956096164,0.00010041148411128567,112.24152062367126,-1.0411356788850041,-1.0411356788850041,96.51886136332465,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
6,1,0.03257093891945149,0.10750000604048142,0.9965977147485906,0.00030123750516925055,111.38086659501619,-0.2484303746537228,-0.2484303746537228,95.87792952038704,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
7,1,0.03757098311860542,0.1025000022958997,0.9990132238325481,0.0001236815986795289,-1402.2089445148256,-1.1693415621985659,-1.1693415621985659,-1028.4735882870425,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
8,1,0.037570978164657105,0.10750000688770966,0.9987470087503564,0.00037104517646813483,-1402.9456945241197,-0.41410904923828235,-0.41410904923828235,-1029.022254956769,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
9,1,0.037570959616842564,0.11250002673600067,0.9977274673791291,0.0014526473537527281,-1396.3307117080265,1.8200759543796627,1.8200759543796627,-1016.3854199844988,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
10,1,0.042570979046258055,0.0824999640958494,0.9988048351661931,-0.0019398997094123708,105.46689647221585,0.33347797261699247,0.33347797261699247,102.4745040386066,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
11,1,0.04257099146392236,0.08749998309571824,0.9994788056938055,-0.0009227216722532635,103.507740762466,0.7450965443659078,0.7450965443659078,101.01579131970072,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
12,1,0.047570993592869815,0.08249996594645456,0.9995943748437286,-0.0018456713165270222,-1411.4305136722946,0.1915026714344435,0.1915026714344435,-1025.554618079389,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
13,1,0.047570997738591095,0.08749998677202647,0.9998194838939062,-0.000726679694917921,-1413.398084333681,0.5576124019510723,0.5576124019510723,-1027.0196043682074,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
14,1,0.04257099832882355,0.0924999944467453,0.9998479690394172,-0.00031059895371257016,86.07876944982318,1.647172789018271,1.647172789018271,80.53313453512946,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
15,1,0.042570999640960734,0.09749999814891991,0.9999123251428215,-0.00010353271240148916,78.26873142456947,1.2789537619732263,1.2789537619732263,74.71714451838183,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
16,1,0.04757100003993766,0.09249999788861307,0.9999435455241923,-0.00012538764617250764,-1435.5627795439107,0.6793534593358248,0.6793534593358248,-1053.8894418440204,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
17,1,0.04757100049691024,0.09749999929620924,0.9999665598719377,-4.1795690403302035e-05,-1443.2715239271304,0.29171684367425765,0.29171684367425765,-1059.629998322773,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
18,1,0.04257099964096993,0.10250000185109036,0.9999123260433981,0.00010353366671007621,78.26872888772975,-1.2789463011713145,-1.2789463011713145,74.7171440690946,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
19,1,0.04257099832885094,0.10750000555326823,0.9998479717411286,0.0003106002259847177,86.07872001486902,-1.653252720885223,-1.653252720885223,80.53307702303559,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
20,1,0.047571000496915906,0.10250000070379701,0.9999665604431295,4.1796347461170104e-05,-1443.2715283700977,-0.29171056175359256,-0.29171056175359256,-1059.6300012320316,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
21,1,0.047571000039955146,0.10750000211139497,0.9999435472377688,0.00012538848186367877,-1435.5628080343206,-0.6815802164190419,-0.6815802164190419,-1053.8894709301953,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
22,1,0.04257099146395019,0.11250001690429332,0.9994788084022074,0.0009227227371437123,103.50773496382017,-0.7451034970170819,-0.7451034970170819,101.01579421672821,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
23,1,0.042570979046267436,0.11750003590415456,0.9988048360868371,0.0019399000415751897,105.46689450354474,-0.33348501022526555,-0.33348501022526555,102.47450978768812,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
24,1,0.04757099773860806,0.11250001322798041,0.9998194856260301,0.0007266803732071617,-1413.398091196114,-0.5576187816049303,-0.5576187816049303,-1027.0196025493005,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
25,1,0.04757099359287566,0.11750003405354748,0.9995943754705106,0.0018456715013782355,-1411.4305165355688,-0.19150914556382254,-0.19150914556382254,-1025.554613282414,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
26,1,0.05257101146973249,0.08249996416304245,1.0005713600947561,-0.0019490472804872066,105.94203848462465,-1.562671684958576,-1.562671684958576,104.37888597721403,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
27,1,0.052571007347479916,0.08749998674913727,1.0003478457964272,-0.0007282657124022501,98.4972944453013,-2.048899222203358,-2.048899222203358,98.83516805760999,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
28,1,0.057571032562207254,0.08249995886836817,1.0017277145150885,-0.0022416662008461915,-1417.2260369204282,-2.3740111645819257,-2.3740111645819257,-1031.4531655842231,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
29,1,0.0575710201774016,0.08749998314912397,1.0010559345278318,-0.0009193322155790964,-1424.3878528702812,-2.898646015034811,-2.898646015034811,-1036.786156528049,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
30,1,0.052571004242090505,0.09249999853163987,1.0001793022085652,-8.840625226143325e-05,76.28300822445793,-1.9669708074307453,-1.9669708074307453,72.79575379923054,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
31,1,0.0525710021535645,0.09749999951054528,1.0000657291921706,-2.9469221210876465e-05,71.05229446279426,-1.1428906519569388,-1.1428906519569388,68.90053950500241,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
32,1,0.057571010851307336,0.0924999964671238,1.0005493421220495,-0.00019362423510581943,-1438.9555114635584,-2.5713975116968513,-2.5713975116968513,-1052.6987082387695,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
33,1,0.0575710045839231,0.09749999882236002,1.0002079370495702,-6.454309797896848e-05,-1443.9960863546228,-1.7894662801610903,-1.7894662801610903,-1056.452331293188,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
34,1,0.052571002153572896,0.10250000048943764,1.0000657300076217,2.9467527179700963e-05,71.05232540276181,1.142903489551244,1.142903489551244,68.90056048673917,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
35,1,0.05257100424211637,0.10750000146833708,1.000179304654886,8.840402767735184e-05,76.28309817706082,1.9654435583901335,1.9654435583901335,72.79581289406323,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
36,1,0.0575710045839399,0.10250000117757846,1.0002079386556624,6.453709728307962e-05,-1443.996062918806,1.789487941310298,1.789487941310298,-1056.4523197057017,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
37,1,0.05757101085135729,0.10750000353279712,1.0005493469402762,0.00019361645207466432,-1438.955446755017,2.567495483026373,2.567495483026373,-1052.6986809953105,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
38,1,0.05257100734750478,0.11250001325084301,1.000347848254187,0.0007282638243705964,98.49741811601223,2.048891044636581,2.048891044636581,98.83526262866033,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
39,1,0.052571011469740796,0.11750003583695115,1.000571360944359,0.0019490465961185793,105.94212616668405,1.56266109866274,1.56266109866274,104.37895374828362,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
40,1,0.057571020177450416,0.11250001685080976,1.0010559393322427,0.0009193256857929638,-1424.3877472175075,2.8986333557984065,2.8986333557984065,-1036.7860837934077,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
41,1,0.05757103256222316,0.11750004113160878,1.0017277160796587,0.002241663959897966,-1417.2259660291506,2.373996156039659,2.373996156039659,-1031.4531187355335,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
42,1,0.06257102964932187,0.08749997559465973,1.0015678465232851,-0.0013248776734240103,70.57784909190991,-2.5400865155826358,-2.5400865155826358,70.0028395608059,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
43,1,0.06257102396822922,0.092499985769788,1.0012631889338401,-0.0007799037808030894,94.2941353296786,-3.6639404126036688,-3.6639404126036688,93.4817106926456,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
44,1,0.06257101899770676,0.09749999525659508,1.0009955095824492,-0.0002599682011109439,103.13205620720953,-1.9866644669239775,-1.9866644669239775,100.06314658303472,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
45,1,0.06757104337702491,0.09249996672935687,1.0023065572196108,-0.0018271074087644426,-1416.945043665471,-2.429493946116641,-2.429493946116641,-1026.0580626374126,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
46,1,0.06757104499811102,0.09749998890981883,1.0024017441961304,-0.0006090326020167619,-1408.24419477171,-0.823081786488889,-0.823081786488889,-1019.578629831938,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
47,1,0.06257101899774221,0.10250000474339752,1.0009955130746064,0.00025996753609437744,103.1321065962626,1.9867486545050572,1.9867486545050572,100.06318171848093,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
48,1,0.06257102396833672,0.10750001423021706,1.001263199410375,0.0007799043219548952,94.29419792322538,3.6482267457617588,3.6482267457617588,93.48169715729698,0.0,0.0,0.0,0.0,0.001,1.0,1000,10000000.0,0.3
