particle_id,object_id,pos_x,pos_y,vel_x,vel_y,stress_xx,stress_xy,stress_yx,stress_yy,strain_xx,strain_xy,strain_yx,strain_yy,volume,mass,density,youngs_modulus,poisson_ratio
0,1,0.18998219072818756,0.19750000536441803,0.0006776486989110708,-0.00014831818407401443,8085.78466796875,-16075.1396484375,-8105.56396484375,48714.96875,0.0,0.0,0.0,0.0,2.5001414542202838e-05,0.02500000037252903,999.9434204101562,100000000.0,0.30000001192092896
1,1,0.19497832655906677,0.19249999523162842,0.0015823105350136757,-0.0001475017925258726,-52125.05078125,-28180.205078125,49334.8515625,-41973.2578125,0.0,0.0,0.0,0.0,2.499582842574455e-05,0.02500000037252903,1000.1668701171875,100000000.0,0.30000001192092896
2,1,0.19497805833816528,0.19750000536441803,0.0007491800934076309,3.4465814678696916e-05,-86434.328125,-28060.091796875,15765.44921875,-67519.5625,0.0,0.0,0.0,0.0,2.4992939870571718e-05,0.02500000037252903,1000.2825317382812,100000000.0,0.30000001192092896
3,1,0.18998219072818756,0.20250000059604645,0.0007289627101272345,0.000502035312820226,7336.39013671875,18218.79296875,4612.50341796875,48275.6328125,0.0,0.0,0.0,0.0,2.5001398171298206e-05,0.02500000037252903,999.944091796875,100000000.0,0.30000001192092896
4,1,0.19497807323932648,0.20250000059604645,0.0008023683330975473,0.00022036513837520033,-86164.3515625,30259.5859375,-17757.005859375,-67076.015625,0.0,0.0,0.0,0.0,2.4992939870571718e-05,0.02500000037252903,1000.282470703125,100000000.0,0.30000001192092896
5,1,0.19497832655906677,0.20749999582767487,0.001741866348311305,0.00041010507266037166,-52127.09765625,30244.953125,-51232.703125,-41731.78515625,0.0,0.0,0.0,0.0,2.4995832063723356e-05,0.02500000037252903,1000.166748046875,100000000.0,0.30000001192092896
6,1,0.19997720420360565,0.19249999523162842,0.0015604005893692374,0.0005438182852230966,121048.09375,-33586.08984375,11297.6767578125,39432.70703125,0.0,0.0,0.0,0.0,2.5007708245539106e-05,0.02500000037252903,999.6917724609375,100000000.0,0.30000001192092896
7,1,0.19997704029083252,0.19750000536441803,0.0007945421384647489,0.00023200511350296438,139741.53125,-33466.40625,3174.352294921875,53353.74609375,0.0,0.0,0.0,0.0,2.500921800674405e-05,0.02500000037252903,999.6314086914062,100000000.0,0.30000001192092896
8,1,0.20497438311576843,0.19750000536441803,0.0009924437617883086,-0.00013833679258823395,-122138.8515625,69967.015625,-30293.763671875,-51449.4296875,0.0,0.0,0.0,0.0,2.499068978067953e-05,0.02500000037252903,1000.37255859375,100000000.0,0.30000001192092896
9,1,0.19997704029083252,0.20250000059604645,0.0008431074675172567,-7.425401418004185e-05,139368.421875,35489.546875,-4956.47607421875,53436.47265625,0.0,0.0,0.0,0.0,2.500919799786061e-05,0.02500000037252903,999.6322631835938,100000000.0,0.30000001192092896
10,1,0.19997720420360565,0.20749999582767487,0.0017060887767001987,-0.0003749788738787174,118722.4765625,35474.53125,-13089.912109375,38061.70703125,0.0,0.0,0.0,0.0,2.5007675503729843e-05,0.02500000037252903,999.693115234375,100000000.0,0.30000001192092896
11,1,0.20497438311576843,0.20250000059604645,0.001056183478794992,0.00017884875705931336,-121469.0703125,-67469.6953125,28039.0234375,-50984.18359375,0.0,0.0,0.0,0.0,2.4990973543026485e-05,0.02500000037252903,1000.3612060546875,100000000.0,0.30000001192092896
