particle_id,object_id,pos_x,pos_y,vel_x,vel_y,stress_xx,stress_xy,stress_yx,stress_yy,strain_xx,strain_xy,strain_yx,strain_yy,volume,mass,density,youngs_modulus,poisson_ratio
0,1,0.19000102579593658,0.1978582739830017,0.02248457260429859,0.3241228461265564,79383.2890625,1368857.0,-2676474.0,235601.390625,0.0,0.0,0.0,0.0,2.5013976483023725e-05,0.02500000037252903,999.4412841796875,100000000.0,0.30000001192092896
1,1,0.1948832869529724,0.19275718927383423,-0.06317487359046936,0.2324524074792862,172845.203125,1448910.5,-1357719.125,117991.5,0.0,0.0,0.0,0.0,2.5012986952788197e-05,0.02500000037252903,999.4808349609375,100000000.0,0.30000001192092896
2,1,0.19499532878398895,0.19775527715682983,0.02177400141954422,0.23188821971416473,-172085.984375,1394753.0,-1578022.125,-228810.421875,0.0,0.0,0.0,0.0,2.498206049494911e-05,0.02500000037252903,1000.7180786132812,100000000.0,0.30000001192092896
3,1,0.19009175896644592,0.2028728574514389,0.11913584172725677,0.3271969258785248,-143442.15625,2114857.5,-2472294.75,283752.4375,0.0,0.0,0.0,0.0,2.5001721951412037e-05,0.02500000037252903,999.93115234375,100000000.0,0.30000001192092896
4,1,0.19508518278598785,0.2027568817138672,0.11493557691574097,0.23188653588294983,98483.5703125,2156773.75,-1738675.5,239997.78125,0.0,0.0,0.0,0.0,2.5019300665007904e-05,0.02500000037252903,999.2285766601562,100000000.0,0.30000001192092896
5,1,0.1952173113822937,0.20776067674160004,0.21411186456680298,0.2308834344148636,-220736.75,2040523.625,-1843445.0,-92422.3046875,0.0,0.0,0.0,0.0,2.498854519217275e-05,0.02500000037252903,1000.4584350585938,100000000.0,0.30000001192092896
6,1,0.19988954067230225,0.19266106188297272,-0.05862658470869064,0.15295691788196564,1180828.625,1322864.375,-1356271.5,553658.75,0.0,0.0,0.0,0.0,2.50827033596579e-05,0.02500000037252903,996.7027587890625,100000000.0,0.30000001192092896
7,1,0.19999590516090393,0.1976519674062729,0.01886032521724701,0.14764833450317383,-298907.0,1289732.125,-1407941.875,-576856.375,0.0,0.0,0.0,0.0,2.495772969268728e-05,0.02500000037252903,1001.6937255859375,100000000.0,0.30000001192092896
8,1,0.20498842000961304,0.1975235790014267,0.015041635371744633,0.05016767233610153,-374520.0,2022595.625,-1935109.0,-302599.375,0.0,0.0,0.0,0.0,2.496713204891421e-05,0.02500000037252903,1001.3164672851562,100000000.0,0.30000001192092896
9,1,0.200081929564476,0.20264554023742676,0.11181482672691345,0.14218147099018097,-177195.484375,2060688.0,-1668157.375,-144959.03125,0.0,0.0,0.0,0.0,2.4984816263895482e-05,0.02500000037252903,1000.6077270507812,100000000.0,0.30000001192092896
10,1,0.20021045207977295,0.20764414966106415,0.21070052683353424,0.1404530555009842,-234582.453125,2034939.625,-1898595.375,-230926.46875,0.0,0.0,0.0,0.0,2.4976292479550466e-05,0.02500000037252903,1000.94921875,100000000.0,0.30000001192092896
11,1,0.2050844430923462,0.2025231271982193,0.11320249736309052,0.046201154589653015,190790.015625,2010295.375,-1907560.0,-157364.59375,0.0,0.0,0.0,0.0,2.500119444448501e-05,0.02500000037252903,999.9522705078125,100000000.0,0.30000001192092896
